Question#,Recode,InstrumentVariableName,FinalDocName,ProcessingVariableLabel,Location,Length
ALT.679_00.000,,TP2_INF5,TP2_INF5,Got information about second top therapy from: scientific articles,958,1
ALT.680_00.000,,TP2_INF6,TP2_INF6,Got information about second top therapy from: health food stores,959,1
ALT.690_00.000,,TP3_REA1,TP3_REA1,Used/saw practitioner for third top therapy: for general wellness or general disease prevention,960,1
ALT.691_00.000,,TP3_REA2,TP3_REA2,Used/saw practitioner for third top therapy: to improve energy,961,1
ALT.692_00.000,,TP3_REA3,TP3_REA3,Used/saw practitioner for third top therapy: to improve immune function,962,1
ALT.693_00.000,,TP3_REA4,TP3_REA4,Used/saw practitioner for third top therapy: to improve athletic or sports performance,963,1
ALT.694_00.000,,TP3_REA5,TP3_REA5,Used/saw practitioner for third top therapy: to improve memory or concentration,964,1
ALT.695_00.000,,TP3_MOT1,TP3_MOT1,Using/seeing practitioner for third top therapy was motivation to: eat healthier,965,1
ALT.696_00.000,,TP3_MOT2,TP3_MOT2,Using/seeing practitioner for third top therapy was motivation to: eat more organic foods,966,1
ALT.697_00.000,,TP3_MOT3,TP3_MOT3,Using/seeing practitioner for third top therapy was motivation to: cut back or stop drinking alcohol,967,1
ALT.698_00.000,,TP3_MOT4,TP3_MOT4,Using/seeing practitioner for third top therapy was motivation to: cut back or stop smoking cigarettes,968,1
ALT.699_00.000,,TP3_MOT5,TP3_MOT5,Using/seeing practitioner for third top therapy was motivation to: exercise more regularly,969,1
ALT.700_00.000,,TP3_OUT1,TP3_OUT1,Using/seeing practitioner for third top therapy: gave a sense of control over one's health,970,1
ALT.701_00.000,,TP3_OUT2,TP3_OUT2,Using/seeing practitioner for third top therapy led to: reduced stress level or relaxation,971,1
ALT.702_00.000,,TP3_OUT3,TP3_OUT3,Using/seeing practitioner for third top therapy led to: better sleep,972,1
ALT.703_00.000,,TP3_OUT4,TP3_OUT4,Using/seeing practitioner for third top therapy led to: feeling better emotionally,973,1
ALT.704_00.000,,TP3_OUT5,TP3_OUT5,Using/seeing practitioner for third top therapy led to: made it easier to cope with health problems,974,1
ALT.705_00.000,,TP3_OUT6,TP3_OUT6,Using/seeing practitioner for third top therapy led to: improved overall health and feeling better,975,1
ALT.706_00.000,,TP3_OUT7,TP3_OUT7,Using/seeing practitioner for third top therapy led to: improved relationships with others,976,1
ALT.707_00.000,,TP3_OUT8,TP3_OUT8,Using/seeing practitioner for third top therapy led to: improved attendance at job or school,977,1
ALT.708_00.000,,TP3_MOST,TP3_MOST,Most important reason for using third top therapy,978 - 979,2
ALT.709_00.000,,TP3_HELP,TP3_HELP,How much third top therapy helped with the most important reason for its use,980,1
ALT.710_00.000,,TP3_TRET,TP3_TRET,Used third top therapy for specific health problem(s),981,1
ALT.711_01.000,,TP3CND01-TP3CND86,TP3CND01,Used third top therapy for: abdominal pain,982,1
ALT.711_02.000,,TP3CND01-TP3CND86,TP3CND02,Used third top therapy for: acid reflux or heartburn,983,1
ALT.711_03.000,,TP3CND01-TP3CND86,TP3CND03,"Used third top therapy for: feeling anxious, nervous, or worried",984,1
ALT.711_04.000,,TP3CND01-TP3CND86,TP3CND04,Used third top therapy for: asthma,985,1
ALT.711_05.000,,TP3CND01-TP3CND86,TP3CND05,Used third top therapy for: arthritis,986,1
ALT.711_06.000,,TP3CND01-TP3CND86,TP3CND06,Used third top therapy for: attention deficit disorder/hyperactivity,987,1
ALT.711_07.000,,TP3CND01-TP3CND86,TP3CND07,"Used third top therapy for: benign tumors, cysts",988,1
ALT.711_08.000,,TP3CND01-TP3CND86,TP3CND08,Used third top therapy for: bipolar disorder,989,1
ALT.711_09.000,,TP3CND01-TP3CND86,TP3CND09,Used third top therapy for: birth defect,990,1
ALT.711_10.000,,TP3CND01-TP3CND86,TP3CND10,Used third top therapy for: cancer,991,1
ALT.711_11.000,,TP3CND01-TP3CND86,TP3CND11,Used third top therapy for: high cholesterol,992,1
ALT.711_12.000,,TP3CND01-TP3CND86,TP3CND12,Used third top therapy for: chronic bronchitis,993,1
ALT.711_13.000,,TP3CND01-TP3CND86,TP3CND13,Used third top therapy for: circulation problems (other than in the legs),994,1
ALT.711_14.000,,TP3CND01-TP3CND86,TP3CND14,Used third top therapy for: coronary heart disease,995,1
ALT.711_15.000,,TP3CND01-TP3CND86,TP3CND15,Used third top therapy for: dental pain,996,1
ALT.711_16.000,,TP3CND01-TP3CND86,TP3CND16,Used third top therapy for: depression,997,1
ALT.711_17.000,,TP3CND01-TP3CND86,TP3CND17,Used third top therapy for: diabetes,998,1
ALT.711_18.000,,TP3CND01-TP3CND86,TP3CND18,Used third top therapy for: digestive allergy,999,1
ALT.711_19.000,,TP3CND01-TP3CND86,TP3CND19,Used third top therapy for: excessive sleepiness during the day,1000,1
ALT.711_20.000,,TP3CND01-TP3CND86,TP3CND20,Used third top therapy for: excessive use of alcohol or tobacco,1001,1
ALT.711_21.000,,TP3CND01-TP3CND86,TP3CND21,Used third top therapy for: fatigue or lack of energy more than 3 days,1002,1
ALT.711_22.000,,TP3CND01-TP3CND86,TP3CND22,Used third top therapy for: fever more than 1 day,1003,1
ALT.711_23.000,,TP3CND01-TP3CND86,TP3CND23,Used third top therapy for: fibromyalgia,1004,1
ALT.711_24.000,,TP3CND01-TP3CND86,TP3CND24,"Used third top therapy for: fracture, bone/joint injury",1005,1
ALT.711_25.000,,TP3CND01-TP3CND86,TP3CND25,Used third top therapy for: gout,1006,1
ALT.711_26.000,,TP3CND01-TP3CND86,TP3CND26,Used third top therapy for: gynecological problem,1007,1
ALT.711_27.000,,TP3CND01-TP3CND86,TP3CND27,Used third top therapy for: hay fever,1008,1
ALT.711_28.000,,TP3CND01-TP3CND86,TP3CND28,Used third top therapy for: head or chest cold,1009,1
ALT.711_29.000,,TP3CND01-TP3CND86,TP3CND29,Used third top therapy for: hearing problem,1010,1
ALT.711_30.000,,TP3CND01-TP3CND86,TP3CND30,"Used third top therapy for: heart condition or disease, other than coronary heart",1011,1
ALT.711_31.000,,TP3CND01-TP3CND86,TP3CND31,Used third top therapy for: hernia,1012,1
ALT.711_32.000,,TP3CND01-TP3CND86,TP3CND32,Used third top therapy for: hypertension,1013,1
ALT.711_33.000,,TP3CND01-TP3CND86,TP3CND33,Used third top therapy for: infectious diseases or problems of the immune system,1014,1
ALT.711_34.000,,TP3CND01-TP3CND86,TP3CND34,Used third top therapy for: influenza or pneumonia,1015,1
ALT.711_35.000,,TP3CND01-TP3CND86,TP3CND35,Used third top therapy for: insomnia or trouble sleeping,1016,1
ALT.711_36.000,,TP3CND01-TP3CND86,TP3CND36,Used third top therapy for: jaw pain,1017,1
ALT.711_37.000,,TP3CND01-TP3CND86,TP3CND37,Used third top therapy for: joint pain or stiffness/other joint condition,1018,1
ALT.711_38.000,,TP3CND01-TP3CND86,TP3CND38,"Used third top therapy for: knee problems (not arthritis, not joint injury)",1019,1
ALT.711_39.000,,TP3CND01-TP3CND86,TP3CND39,Used third top therapy for: liver problem,1020,1
ALT.711_40.000,,TP3CND01-TP3CND86,TP3CND40,Used third top therapy for: lungs/breathing problem,1021,1
ALT.711_41.000,,TP3CND01-TP3CND86,TP3CND41,Used third top therapy for: lupus,1022,1
ALT.711_42.000,,TP3CND01-TP3CND86,TP3CND42,Used third top therapy for: memory loss or loss of other cognitive function,1023,1
ALT.711_43.000,,TP3CND01-TP3CND86,TP3CND43,Used third top therapy for: menopause,1024,1
ALT.711_44.000,,TP3CND01-TP3CND86,TP3CND44,Used third top therapy for: menstrual problems,1025,1
ALT.711_45.000,,TP3CND01-TP3CND86,TP3CND45,"Used third top therapy for: intellectual disability, also known as mental retardation",1026,1
ALT.711_46.000,,TP3CND01-TP3CND86,TP3CND46,"Used third top therapy for: missing limbs (fingers, toes, or digits), amputee",1027,1
ALT.711_47.000,,TP3CND01-TP3CND86,TP3CND47,Used third top therapy for: nausea and/or vomiting,1028,1
ALT.711_48.000,,TP3CND01-TP3CND86,TP3CND48,Used third top therapy for: neurological problems,1029,1
ALT.711_49.000,,TP3CND01-TP3CND86,TP3CND49,"Used third top therapy for: osteoporosis, tendinitis",1030,1
ALT.711_50.000,,TP3CND01-TP3CND86,TP3CND50,"Used third top therapy for: allergies other than hay fever, respiratory, food, digestive, or skin allergies",1031,1
ALT.711_51.000,,TP3CND01-TP3CND86,TP3CND51,Used third top therapy for: chronic pain,1032,1
ALT.711_52.000,,TP3CND01-TP3CND86,TP3CND52,Used third top therapy for: other developmental problem,1033,1
ALT.711_53.000,,TP3CND01-TP3CND86,TP3CND53,"Used third top therapy for: injury other than fracture, bone/joint injury",1034,1
ALT.711_54.000,,TP3CND01-TP3CND86,TP3CND54,Used third top therapy for: mental health disorders,1035,1
ALT.711_55.000,,TP3CND01-TP3CND86,TP3CND55,Used third top therapy for: muscle or bone pain,1036,1
ALT.711_56.000,,TP3CND01-TP3CND86,TP3CND56,"Used third top therapy for: nerve damage, including carpal tunnel syndrome",1037,1
ALT.711_57.000,,TP3CND01-TP3CND86,TP3CND57,Used third top therapy for: problems with being overweight,1038,1
ALT.711_58.000,,TP3CND01-TP3CND86,TP3CND58,Used third top therapy for: phobia or fears,1039,1
ALT.711_59.000,,TP3CND01-TP3CND86,TP3CND59,"Used third top therapy for: polio (myelitis), paralysis, para/quadriplegia",1040,1
ALT.711_60.000,,TP3CND01-TP3CND86,TP3CND60,Used third top therapy for: poor circulation in legs,1041,1
ALT.711_61.000,,TP3CND01-TP3CND86,TP3CND61,Used third top therapy for: prostate trouble or impotence,1042,1
ALT.711_62.000,,TP3CND01-TP3CND86,TP3CND62,"Used third top therapy for: recurring headache, other than migraine",1043,1
ALT.711_63.000,,TP3CND01-TP3CND86,TP3CND63,Used third top therapy for: respiratory allergy,1044,1
ALT.711_64.000,,TP3CND01-TP3CND86,TP3CND64,Used third top therapy for: rheumatoid arthritis,1045,1
ALT.711_65.000,,TP3CND01-TP3CND86,TP3CND65,Used third top therapy for: senility,1046,1
ALT.711_66.000,,TP3CND01-TP3CND86,TP3CND66,Used third top therapy for: sinusitis,1047,1
ALT.711_67.000,,TP3CND01-TP3CND86,TP3CND67,Used third top therapy for: eczema or any kind of skin allergy,1048,1
ALT.711_68.000,,TP3CND01-TP3CND86,TP3CND68,"Used third top therapy for: skin problems, other than eczema or skin allergies",1049,1
ALT.711_69.000,,TP3CND01-TP3CND86,TP3CND69,Used third top therapy for: sore throat other than strep or tonsillitis,1050,1
ALT.711_70.000,,TP3CND01-TP3CND86,TP3CND70,Used third top therapy for: sprain or strain,1051,1
ALT.711_71.000,,TP3CND01-TP3CND86,TP3CND71,Used third top therapy for: frequent stress,1052,1
ALT.711_72.000,,TP3CND01-TP3CND86,TP3CND72,Used third top therapy for: strep throat or tonsillitis,1053,1
ALT.711_73.000,,TP3CND01-TP3CND86,TP3CND73,"Used third top therapy for: substance abuse, other than alcohol or tobacco",1054,1
ALT.711_74.000,,TP3CND01-TP3CND86,TP3CND74,Used third top therapy for: filled problem from AFLHCA_S1,1055,1
ALT.711_75.000,,TP3CND01-TP3CND86,TP3CND75,Used third top therapy for: filled problem from AFLHCA_S2,1056,1
ALT.711_76.000,,TP3CND01-TP3CND86,TP3CND76,Used third top therapy for: ulcer,1057,1
ALT.711_77.000,,TP3CND01-TP3CND86,TP3CND77,Used third top therapy for: urinary problems,1058,1
ALT.711_78.000,,TP3CND01-TP3CND86,TP3CND78,"Used third top therapy for: varicose veins, hemorrhoids",1059,1
ALT.711_79.000,,TP3CND01-TP3CND86,TP3CND79,Used third top therapy for: vision problem,1060,1
ALT.711_80.000,,TP3CND01-TP3CND86,TP3CND80,Used third top therapy for: weak or failing kidneys,1061,1
ALT.711_81.000,,TP3CND01-TP3CND86,TP3CND81,Used third top therapy for: COPD,1062,1
ALT.711_82.000,,TP3CND01-TP3CND86,TP3CND82,Used third top therapy for: back pain or problem,1063,1
ALT.711_83.000,,TP3CND01-TP3CND86,TP3CND83,Used third top therapy for: Neck pain/problem,1064,1
ALT.711_84.000,,TP3CND01-TP3CND86,TP3CND84,Used third top therapy for: severe headache or migraine,1065,1
ALT.711_85.000,,TP3CND01-TP3CND86,TP3CND85,Used third top therapy for: stomach or intestinal illness,1066,1
ALT.711_86.000,,TP3CND01-TP3CND86,TP3CND86,Used third top therapy for: other specify,1067,1
ALT.711_87.000,RECODE,,TP3CND87,Used third top therapy for: condition not elsewhere classified,1068,1
ALT.711_88.000,RECODE,,TP3CND88,Used third top therapy for: any cardiovascular condition,1069,1
ALT.712_00.000,,TP3_CMST,TP3_CMST,Most important health problem for which third top therapy was used,1070 -1071,2
ALT.713_00.000,,TP3_CHLP,TP3_CHLP,How much third top therapy helped address the health problem,1072,1
ALT.714_00.000,,TP3_MTR1,TP3_MTR1,Received prescription medication for most important health condition treated by third top therapy,1073,1
ALT.715_00.000,,TP3_MTR2,TP3_MTR2,Received over-the-counter medication for most important health condition treated by third top therapy,1074,1
ALT.716_00.000,,TP3_MTR3,TP3_MTR3,Received surgery for most important health condition treated by third top therapy,1075,1
ALT.717_00.000,,TP3_MTR4,TP3_MTR4,Received physical therapy for most important health condition treated by third top therapy,1076,1
ALT.718_00.000,,TP3_MTR5,TP3_MTR5,Received mental health counseling for most important health condition treated by third top therapy,1077,1
ALT.719_00.000,,TP3_RS1,TP3_RS1,Used/saw practitioner for third top therapy because: medical treatments were too expensive,1078,1
ALT.720_00.000,,TP3_RS2,TP3_RS2,Used/saw practitioner for third top therapy because: therapy combined with medical treatment would help,1079,1
ALT.721_00.000,,TP3_RS3,TP3_RS3,Used/saw practitioner for third top therapy because: medical treatments do not work for your specific health problem,1080,1
ALT.722_00.000,,TP3_RS4,TP3_RS4,Used/saw practitioner for third top therapy because: medications cause side effects,1081,1
ALT.723_00.000,,TP3_RS5,TP3_RS5,Used/saw practitioner for third top therapy because: it can be practiced/done on your own,1082,1
ALT.724_00.000,,TP3_RS6,TP3_RS6,Used/saw practitioner for third top therapy because: it is natural,1083,1
ALT.725_00.000,,TP3_RS7,TP3_RS7,"Used/saw practitioner for third top therapy because: it focuses on the whole person, mind, body, and spirit",1084,1
ALT.726_00.000,,TP3_RS8,TP3_RS8,Used/saw practitioner for third top therapy because: it treats the cause and not just the symptoms,1085,1
ALT.727_00.000,,TP3_RS9,TP3_RS9,Used/saw practitioner for third top therapy because: it was part of your upbringing,1086,1
ALT.728_00.000,,TP3_REC1,TP3_REC1,Used/saw practitioner for third top therapy because it was recommended by: a medical doctor,1087,1
ALT.729_00.000,,TP3_REC2,TP3_REC2,Used/saw practitioner for third top therapy because it was recommended by: a family member,1088,1
ALT.730_00.000,,TP3_REC3,TP3_REC3,Used/saw practitioner for third top therapy because it was recommended by: a friend,1089,1
ALT.731_00.000,,TP3_REC4,TP3_REC4,Used/saw practitioner for third top therapy because it was recommended by: a co-worker,1090,1
ALT.732_00.000,,TP3_IMP,TP3_IMP,How important use of third top therapy was in maintaining health and wellbeing,1091,1
ALT.733_00.000,,TP3_DS1,TP3_DS1,Told personal health care provider about use of third top therapy,1092,1
ALT.734_00.000,,TP3_DS2,TP3_DS2,Didn't tell personal health care provider about use of third top therapy because: weren't using therapy at the time,1093,1
ALT.735_00.000,,TP3_DS3,TP3_DS3,Didn't tell personal health care provider about use of third top therapy because: they discouraged use of therapy in the past,1094,1
ALT.736_00.000,,TP3_DS4,TP3_DS4,Didn't tell personal health care provider about use of third top therapy because: worried they would discourage it,1095,1
ALT.737_00.000,,TP3_DS5,TP3_DS5,Didn't tell personal health care provider about use of third top therapy because: concerned about a negative reaction,1096,1
ALT.738_00.000,,TP3_DS6,TP3_DS6,Didn't tell personal health care provider about use of third top therapy because: didn't think they needed to know,1097,1
ALT.739_00.000,,TP3_DS7,TP3_DS7,Didn't tell personal health care provider about use of third top therapy because: they didn't ask,1098,1
ALT.740_00.000,,TP3_DS8,TP3_DS8,Didn't tell health care provider about use of third top therapy because: didn't think they knew as much about therapy as you do,1099,1
ALT.741_00.000,,TP3_DS9,TP3_DS9,Didn't tell personal health care provider about use of third top therapy because: they didn't give you enough time to tell them,1100,1
ALT.760_00.000,,TP3_INF1,TP3_INF1,Got information about third top therapy from: the internet,1101,1
ALT.761_00.000,,TP3_INF2,TP3_INF2,"Got information about third top therapy from: books, magazines, or newspapers",1102,1
ALT.762_00.000,,TP3_INF3,TP3_INF3,"Got information about third top therapy from: DVDs, videos, or CDs",1103,1
ALT.763_00.000,,TP3_INF4,TP3_INF4,Got information about third top therapy from: television or radio,1104,1
ALT.764_00.000,,TP3_INF5,TP3_INF5,Got information about third top therapy from: scientific articles,1105,1
ALT.765_00.000,,TP3_INF6,TP3_INF6,Got information about third top therapy from: health food stores,1106,1
